guess,guess_pool_shrink,solution_pool_shrink
WALES,0.940801120739203,0.9348301293563903
YELTS,0.9407876343065543,0.9370336195998488
POLES,0.9407703183930299,0.9352902705148599
MASED,0.9407589298499043,0.9297928338519096
LOINS,0.9407363525626552,0.9351585350493774
LEAFS,0.9406938286750196,0.9338098325784047
NOILS,0.9406883009026252,0.9351723430160147
HEADS,0.9406658568147109,0.9323307008009555
NOSEY,0.9406614945364964,0.9327391553816083
DRAPE,0.9406606620406537,0.9395522673520893
ETUIS,0.9406515045863861,0.9322125867079661
TOPES,0.9406439122243022,0.9342957237287108
SPODE,0.9406381846529057,0.922382434027308
RATHS,0.9406299262941481,0.9357757884768787
KIORE,0.9406192370475303,0.9384325158954885
IDLES,0.9406189373490268,0.9352307469830059
ELIAD,0.9406149413689828,0.9406856401811828
ATOKE,0.9406080483034067,0.9388713853215717
COLAS,0.9405829402287965,0.9376437824498879
BELAR,0.9405821743326214,0.9432126846698916
SHURA,0.9405811087379429,0.9274589143019746
ALCOS,0.9405747817695398,0.9362568281794477
LAKER,0.9405706858899948,0.9411733972729267
SYMAR,0.940567522405793,0.9247809151509782
EYOTS,0.9405667232097842,0.9320075197439929
UNAIS,0.94055786545402,0.9292713032201483
SOLDI,0.9405532700769691,0.9265621428471469
HAILS,0.9405495071957611,0.9348973032481376
LUNES,0.9405476757049076,0.9372078985301047
LAIRD,0.9405340893727577,0.9408511491866828
TOLAN,0.9405271297075141,0.9454327817921435
ILEAC,0.9405213022366168,0.9445365701197469
KORES,0.9405005231403875,0.932361488834673
CAROL,0.9404994242458754,0.9458300407241718
CAPES,0.9404968601586804,0.9341895516609212
INTRA,0.940494229471818,0.9449577131021741
OUENS,0.9404894009959316,0.9304802466774581
POTES,0.9404852052168851,0.9340497926472577
WRAST,0.9404778459536373,0.9309665110160519
DALIS,0.9404330243774762,0.9331170085226875
DUARS,0.9404294279954366,0.9313842953038919
GOATS,0.9404218689331865,0.932321557687912
TALCS,0.9404186388493176,0.9379904743689618
SAYID,0.9404179062529762,0.922027158777622
REIKS,0.9404144763701048,0.9321519436112498
TYLER,0.940382009032247,0.9460212997215084
SPICE,0.9403753823653405,0.9251130527268402
LOPES,0.9403656588139,0.9347103359161073
ADITS,0.9403641270215496,0.9309301251580219
LADEN,0.940357633553978,0.9424181668058347
KEROS,0.9403533378754305,0.9313432445922684
SEGNO,0.9403500411918942,0.9257017572503488
RECIT,0.9403385860491013,0.9472472232458985
CRAME,0.9403305274893456,0.9409627324846409
DITAS,0.9403255991139581,0.9319942715597873
ECLAT,0.9403134446746572,0.9460854881069558
SCOPE,0.9403132115758213,0.9249419458970279
DULSE,0.9403131782759877,0.9296267650639783
TRAVE,0.9403098815924514,0.9417290746329927
TROYS,0.9403054860144029,0.9353749842561193
SLOVE,0.9403003911398466,0.9251729494469816
SUBER,0.9402842407205019,0.9270276952357851
AGILE,0.9402738178725536,0.9407621437801174
SHIED,0.9402702214905136,0.9246092485387346
ROIDS,0.9402646937181195,0.9323678330355601
PACES,0.9402597653427319,0.9338146840261418
STYED,0.9402453798145731,0.9257220960120168
CONES,0.9402364887589751,0.9368397482845001
STIPA,0.9402356562631328,0.9242974497245404
TOMES,0.9402231022258275,0.9332063871175403
SHIRT,0.9402223030298188,0.9277208924797895
FROES,0.9402185734484442,0.9347185460584321
AGROS,0.9402165088587546,0.9345004175043967
KRAIS,0.9401857398124155,0.9299232631583858
WAITE,0.9401820768307084,0.9411317867788719
OHIAS,0.9401658265118623,0.9301324351935216
ROKES,0.9401643946190131,0.9318916447807285
LIARD,0.9401580676506099,0.9400805153730252
MOTES,0.9401351906648576,0.9329500067640376
TUNES,0.9401334590735053,0.9358737504023437
SPIRT,0.9401333924738379,0.9270905774622262
SNARF,0.9401196063426859,0.9276025917926566
STORM,0.9401175750528303,0.9258635343729738
RABIS,0.9401148444664666,0.9346054700073237
PROST,0.940099892841135,0.9303074605003521
LATKE,0.9400974286534416,0.9394263163050627
STOIC,0.9400902691891958,0.9286210226292049
OPALS,0.9400777484517243,0.9299370711250228
MEANT,0.9400771823545513,0.9417919568594338
PLEAT,0.940062097529885,0.9438303112856803
ABLER,0.9400484445980677,0.942440558103084
UTERI,0.9400448149161942,0.9446181117605624
MOLES,0.9400434496230126,0.933882044512033
MESTO,0.9400240358199651,0.9304121398149919
ERBIA,0.9399810457346577,0.9414383609570414
INLET,0.9399768499556114,0.9463073485438659
RHINE,0.939966760106,0.9415227015100134
ENACT,0.9399553382630407,0.944700399777953
CITER,0.9399528407755132,0.9476762031823631
MINAE,0.9399493109931409,0.9387000918976157
KANES,0.9399474795022874,0.9305922031637037
EASER,0.9399337932706363,0.9318916447807285
AIDOS,0.9399319950796166,0.929513875607014
TOURS,0.939929164593752,0.9345509845173509
SOAPY,0.9399233038230208,0.920210291599998
SLAES,0.9399202069384865,0.9255870018519469
NOTAL,0.9398884721969697,0.9444880556423738
SNARK,0.9398670937037342,0.9238095060386531
RAIKS,0.9398525749762405,0.930462147045515
DRANT,0.9398523751772384,0.942045911489068
CARED,0.9398496778907087,0.9445244415004037
SPRAD,0.9398467808051767,0.924793230364465
ETICS,0.939835725260388,0.9344722417886916
SHENT,0.9398310965835036,0.9275008979843169
NALED,0.9398305970859981,0.9421815654315691
SIGLA,0.9398293982919849,0.927277171605969
DOTER,0.9398254689116083,0.9430109764005057
SNOKE,0.9398209401342251,0.9203595669149924
ROTED,0.9398057221102237,0.9433606538258797
OLDER,0.9397972306526302,0.9415885692427545
FEART,0.9397908037847259,0.9438696826500101
TRIAD,0.9397901710878855,0.9416911960218128
HOUSE,0.9397810136336179,0.9273777458494465
PADRE,0.939768226497477,0.9398928016644198
SCALY,0.9397271012028566,0.9261268187097947
YEAHS,0.9397240709179898,0.9308730273500365
TRIAC,0.9397118498790219,0.9455848560192937
ELAND,0.9397025259255858,0.940010915757409
POETS,0.939697564250364,0.9315917879917338
ESTOC,0.9396909375834577,0.9340141531658029
GRACE,0.9396776842496449,0.942259002001222
ROUEN,0.9396762523567959,0.943265304218427
OLPES,0.9396741544672725,0.9332627385489507
ASHED,0.939674121167439,0.9320819708073463
SHORN,0.9396711574822396,0.9270978546338324
ANTED,0.9396706246849004,0.9429529456218018
BORAS,0.9396698254888916,0.9334015645918953
HALOS,0.9396659294083485,0.9345181439480522
LOAMS,0.9396511109823515,0.9295653755906872
THOLE,0.939638390445878,0.9425047464885314
SOLVE,0.939637291551366,0.9254464964617084
LOMES,0.939632163376976,0.9333435338131912
TEPAL,0.939626036207575,0.9441419235057308
SAWED,0.939619376240835,0.9234062760940249
SCARP,0.9396062894061906,0.9265444164034912
BLEST,0.9395998625382865,0.9308107049060265
BESOT,0.9395879078979881,0.930863324454562
ROUTS,0.9395866425043072,0.9341848868073276
URENT,0.9395793831405606,0.9446007585051943
EDITS,0.9395638321182224,0.9309926341961757
RONDE,0.9395624002253732,0.9394052311668198
BLORE,0.9395610349321916,0.9389881932555547
CURES,0.9395255040096329,0.9380059616828925
FESTA,0.9395145150645119,0.9327708763860447
RELIC,0.9395079882971065,0.9452980608203612
DAMES,0.9395027602232155,0.9296390802774654
DORIS,0.9394704260846922,0.9326617188119549
TOGES,0.9394658307076414,0.9349144699093619
DEARY,0.9394397902376875,0.9395838017623817
FETAS,0.9394382584453375,0.9337676623019188
KAROS,0.9394301665857481,0.93020166162085
DAURS,0.9394172129504385,0.9324409779399072
AMINE,0.9394146155634097,0.937099673926734
TROKE,0.9394070898009933,0.9383418311416297
WREST,0.9394051584106389,0.9311820272520747
PETAL,0.9393978990468921,0.9437980304988128
RECTO,0.9393944358641874,0.9460836221655184
PLIER,0.9393892743899637,0.9424761975845388
ARCED,0.9393865438036002,0.9430858006521465
ELINT,0.9393784186441773,0.9437355214606591
URSON,0.9393485819931815,0.9311363116868576
SPRAY,0.9393443529143016,0.9237624843144296
CENTS,0.9393426213229492,0.9374045687576096
SPIDE,0.9393379593462311,0.9197826178225395
CAGES,0.9393115192782727,0.9357332450121052
CRAYS,0.9393103537840931,0.9350635586302123
TRODS,0.9392982326446263,0.9327427006703394
ULTRA,0.9392950358605912,0.9436030396186016
GOALS,0.9392898743863671,0.9320500632087662
YRENT,0.9392619691257262,0.9437743330425574
TAWIE,0.9392567077520017,0.9404900895185406
SUDOR,0.9392534443682989,0.9227315516702508
MEADS,0.939240623932324,0.9276848798100471
RAZES,0.9392391587396413,0.9317438622188843
WETAS,0.9392357621566036,0.9327441934234894
FANES,0.9392336642670807,0.9340007183874535
RIBAS,0.9392310335802183,0.9332830773106185
AGIST,0.9392260719049967,0.9277852674593808
SPRIT,0.9392244735129791,0.9270262024826351
PAEON,0.9392136843668603,0.9412633356502107
SCOUR,0.9391987660413624,0.9268987586824586
SYBOE,0.9391899415854318,0.9196307301895329
HOSEN,0.9391813835281707,0.9318843676091225
KIERS,0.9391800515348226,0.9306291488041647
NODES,0.939174323963426,0.9318065578511819
SILTY,0.9391454863074413,0.9273945393223835
SUETY,0.939139292538373,0.9240584226264059
CLANS,0.9391332652684734,0.9344330570185057
BRANS,0.9391288696904246,0.9319821429404438
ANIME,0.9391202450334962,0.9369377102099651
NOYES,0.9391150169596051,0.9324930377060118
RASER,0.9391146839612683,0.9314917735306878
CAMES,0.9391123196730754,0.9327984923193187
MORNE,0.9391110542793947,0.937795296894607
TIRED,0.9391072247985193,0.9440846391036015
TRIBE,0.9391014972271228,0.9406410441808283
SNATH,0.9390932721681988,0.925461423993208
PILES,0.9390847807106052,0.9333873834369708
BLAST,0.939079252938211,0.9274428672056126
AROID,0.9390770218493529,0.9369365906451025
INTEL,0.9390639683145421,0.9452196912799893
WEANS,0.9390586403411502,0.9301983029262625
STOVE,0.9390427563204751,0.9226918071176338
ALIKE,0.9390383607424265,0.9369334185446588
SCALD,0.939037295147748,0.926089873069334
WRIES,0.9390313011776819,0.9337232528957078
ARSES,0.939027305197638,0.9315460724265169
IDEAL,0.9390259399044559,0.9394078434848322
PANEL,0.9390246079111081,0.9432182824942039
TYNES,0.9390242749127711,0.9357761616651661
STROP,0.9390222103230818,0.9265977823286016
ACTOR,0.939015283957672,0.9442960502684624
TORUS,0.9390083908920958,0.9339835517262293
ARNUT,0.9390010649286816,0.9440169054294231
FRIES,0.938985147608173,0.9350017959686335
SKYRE,0.9389736924653798,0.9214729741707057
READY,0.938972460371533,0.9389208327696635
LOWSE,0.9389718609745262,0.9279668235612426
STRAW,0.9389698296846706,0.9274089070714516
PILEA,0.9389377286449831,0.9423002393069893
REPOT,0.9389353310569567,0.9429540651866639
LINOS,0.9389251080080105,0.9335034449943789
TAROC,0.9389155176559049,0.9460298830521204
DURES,0.9389125206708717,0.9336148416981932
LOIPE,0.9388995337357285,0.9396756060811031
OAVES,0.9388990009383893,0.9304257611874853
OCTAS,0.9388956709550192,0.9339003307381196
PAILS,0.938868564890387,0.930436023865391
WARST,0.9388566102500883,0.9308614585131246
CLONE,0.9388487847891687,0.9411528719171149
RAXES,0.9388444558107878,0.9320590197276658
SLIVE,0.9388359976530276,0.924527893492063
PEONS,0.9388310359778063,0.9291085931268046
RACED,0.9388292377867865,0.9429973550280124
BEAUS,0.9388132538666103,0.9283844212549388
TAPEN,0.9388097906839052,0.9442107767447719
CORAL,0.9388004001308018,0.9445085809981854
DENTS,0.9387882456915011,0.9341158469741428
YEARD,0.9387880791923326,0.9393272348147353
TENDS,0.9387842497114569,0.9340552038774265
ABRIS,0.9387811195270891,0.9327130322014845
MACES,0.9387797542339074,0.9321840378039735
TARDO,0.9387746926591851,0.9421824984022875
NOULE,0.9387493847855723,0.9402178486628198
SHAKE,0.9387393282357948,0.9198137790445446
LENTI,0.9387373968454401,0.9446026244466319
DAISY,0.938737296945939,0.922817011788085
GOLES,0.9387350991569149,0.9351544299782151
SUPRA,0.9387336006643984,0.9241604896230332
PHARE,0.9387309699775359,0.9401971367128643
EMAIL,0.9387300375821922,0.938222597483778
CLEAN,0.9387084592899543,0.9436112497609264
LIPES,0.938704263510908,0.9328617477340474
BRENS,0.9386804874296457,0.933012888990479
EILDS,0.938672328970389,0.9322273276453219
PATEN,0.9386665014994914,0.9439738021822185
GOELS,0.9386448566075861,0.9332138508832899
STYME,0.9386379968418439,0.9203780397352229
BOATS,0.9386325689689505,0.9286952870984144
SLANG,0.938630071481423,0.9254186939342908
RAJES,0.9386176839432865,0.9316332118916447
TASSE,0.9386089926866905,0.9252686722427216
SKRAN,0.9386058292024889,0.9239783737387404
AGLET,0.9386029987166244,0.9436886863305796
RYOTS,0.938593708063022,0.9337353815150512
MANET,0.9385788896370251,0.9425069856182564
CHARE,0.9385616070233347,0.9420470310539303
ALOIN,0.9385546806579247,0.9388863128530711
GRANS,0.9385511508755524,0.9323262225415055
SEALS,0.9385468218971716,0.9235820477774305
SALES,0.9385427926172936,0.924836706799957
MOILE,0.9385252103050998,0.9377809291455388
ULNAR,0.9385232123150776,0.9421270799415962
CEDAR,0.9385184504388585,0.9426790254187873
CADIE,0.9385089599862537,0.9393953416772015
ACRED,0.9385054302038817,0.9426096123973148
OLDIE,0.9385018005220082,0.9376650541822744
MILES,0.9384975381432945,0.9334301134958878
PSOAI,0.938497371644126,0.9252287410959606
URNAL,0.9384928761665764,0.9420438589534866
RILED,0.938467901291301,0.9415812920711483
SCRAG,0.9384523169691292,0.9283717328531644
STIRP,0.9384490202855925,0.9251445871371328
TOWSE,0.9384412947241741,0.9262626592464397
WEIRS,0.9384202492292754,0.9319104907892466
SOWNE,0.9384196498322688,0.9211979344028286
BIRLE,0.9384195166329339,0.9399342255643305
NAIRU,0.9384148213563821,0.9410431545605941
ROBLE,0.9384111250748415,0.9387637205006321
WAIRS,0.9384043319087664,0.93123912506006
WISER,0.9383997365317158,0.9317112082437292
GAOLS,0.9383988041363721,0.9318750379019354
SPULE,0.9383983046388669,0.9234857651992592
TILDE,0.9383982713390329,0.94014507694676
ALKIE,0.9383969060458511,0.9364471542060652
SKAIL,0.9383821542195219,0.9211617351389428
LOGES,0.9383744619579368,0.9345855044339433
CINES,0.9383687343865404,0.9356321109861966
REARS,0.9383682015892014,0.9302218137883742
RESOW,0.9383619079206318,0.9291186692105668
ROYAL,0.9383578453409204,0.9419772448441706
TIMES,0.9383548150560538,0.9322383366998026
ALEWS,0.9383459240004555,0.930581940485798
SADLY,0.9383387645362099,0.9208949055133904
MELTS,0.938337099544525,0.9330024397184294
STYLO,0.9383333699631504,0.9266636500613429
PELTS,0.9383303729781174,0.933095736790301
ODIST,0.9383175858419762,0.9243146163857647
SEATS,0.9383160207497924,0.9227022563896832
SEGNI,0.9383043325081635,0.923615821317448
BESIT,0.9382964737474102,0.9301154551264407
SABIN,0.9382823213180874,0.9235689861873686
TUNER,0.9382751618538419,0.9448134758290612
AREAS,0.9382751618538419,0.9303550420070066
COURE,0.9382652385033989,0.9410243085520762
GEITS,0.9382644060075565,0.9318295089308621
POLER,0.9382580790391535,0.9423347592235818
SANGO,0.938256081049131,0.9240183048855013
ELOPS,0.9382492212833891,0.9298241816680582
PELTA,0.9382469235948636,0.9431919727199362
PERIL,0.9382421617186446,0.9421380889960767
BURSE,0.9382378327402634,0.9279996641305415
SOREX,0.9382349356547314,0.9235995876269423
ACUTE,0.9382339033598865,0.9417014586997187
KORAS,0.9382256783009626,0.929048323218376
SLYPE,0.9382128911648215,0.9222932420265992
RACHE,0.9382084289871057,0.9422543371476285
MITES,0.9382068971947554,0.9318763440609418
CADET,0.9382031343135472,0.9425549403131983
CLADE,0.9382013361225272,0.9390520084527145
PLATS,0.9381895812812312,0.9297316309727619
RAKIS,0.9381857518003555,0.9294364390373608
SCRAP,0.9381806569257991,0.9261816773880552
ARCUS,0.9381762613477507,0.9342173541883387
DRAYS,0.9381756952505779,0.9291496438384281
PAREU,0.9381712996725293,0.9425715471919912
METIS,0.9381646064059556,0.9305808209209354
LYNES,0.9381567809450359,0.9353238574607337
RAPHE,0.9381566810455348,0.9403165569648598
ARTIC,0.9381555155513553,0.944113561195882
STRIM,0.938149987778961,0.9257750887488396
SYTHE,0.9381457254002473,0.9220394739911089
ONCES,0.9381452259027419,0.933684627907953
RUDES,0.9381365013463123,0.9323835069436347
LIMES,0.9381345033562903,0.9329294814082261
ALEFS,0.9381305406760799,0.9313327953202188
SPIED,0.9381199513289631,0.9198611739570552
HILAR,0.9381050996031326,0.9425987899369779
WALIE,0.9380990057335655,0.9386219089513875
FORES,0.9380875505907724,0.9336377927778738
RASES,0.938086151997757,0.9304151253212919
METAL,0.9380756292503077,0.9409610531373472
MOREL,0.9380735313607844,0.941022069422351
VEALS,0.9380580802379471,0.9302936525337153
SATES,0.9380517532695442,0.9241397776730778
PIETA,0.9380450267031366,0.9413991761868554
SENGI,0.9380440943077931,0.9234092616003248
CRITS,0.9380356361500332,0.9359840275412956
SPOIL,0.9380306744748117,0.9237096781717505
FAIRS,0.938029076082794,0.9318851139856975
BASED,0.9380213172215417,0.9279920137706478
CAINS,0.9380013706211551,0.9328921625794775
SKOAL,0.9380004049259777,0.9210757152386772
LOUIS,0.9379979074384502,0.9321004436275768
TRIKE,0.9379757297492055,0.9385131245655854
DANTS,0.9379607448240403,0.9320394273425728
SHAUL,0.9379452271015359,0.9242619968372294
SCRAM,0.9379446610043631,0.925091407806166
ORFES,0.9379361362469357,0.9330515139782338
RARES,0.9379178879380676,0.9323446953617359
HORIS,0.937917621539398,0.9329492603874628
DORTS,0.9379055336997648,0.9326018220918137
BRACE,0.9379044681050863,0.9390451044693963
ZAIRE,0.9379040352072482,0.9371767373080996
RECTI,0.937897275341007,0.9455887744963123
TREKS,0.9378953439506523,0.930504877104432
SIZER,0.9378874518900654,0.9234786746217969
SPINA,0.9378836224091894,0.9210339181504789
EROSE,0.9378649745023172,0.924343351883901
LEPTA,0.9378644417049782,0.9426976848331615
SONLY,0.9378586808337478,0.9251983262505306
LIDAR,0.9378539855571963,0.9387713708605254
APORT,0.9378503558753228,0.940990348417915
MOUSE,0.9378457604982721,0.9218030592109867
NOAHS,0.937840299325545,0.9288736710998325
MADRE,0.9378399330273742,0.936317471276164
GRENS,0.9378259137973864,0.9328686517173658
GADES,0.9378165565441168,0.9298144787725837
MERIT,0.9378087976828643,0.9420212810620938
LUNAR,0.9378034697094723,0.9417188119550868
YARTO,0.9377988743324215,0.9440447079568407
WALER,0.9377919146671782,0.9409621727022096
FIARS,0.93778149181923,0.9303667974380624
WANES,0.9377637763077011,0.9313025670689324
GOIER,0.9377537530577573,0.9405419626905009
EASLE,0.9377302433751646,0.9265638221944406
SPADO,0.937726080895952,0.9173710751088077
RIYAL,0.9377241162057637,0.9405548376864191
MAILS,0.9376697042774966,0.9293996799910436
TAWER,0.9376665074934615,0.9427689637960711
LOPER,0.9376594479287171,0.941499004053758
AGUES,0.9376548192518326,0.9300563047828745
COPSE,0.937638402433818,0.9265108294576175
ACMES,0.9376345063532753,0.9306679603860633
SPAKE,0.9376328080617565,0.9162727819787376
ULNAS,0.9376158917462365,0.9317531919260714
ANGER,0.937615625347567,0.9407500151607742
PRIAL,0.937614859451392,0.9392309522365642
MOANS,0.9376097645768358,0.925552108747067
LENDS,0.9376043034041087,0.9331231661294309
SWAIL,0.9375992418293865,0.9225399194846269
WATER,0.937597044040362,0.942559418572648
TOPER,0.9375890187804402,0.9428434148594247
TUNAS,0.937585255899232,0.9312751377298024
FLEAS,0.9375801610246758,0.9308782519860614
MERIL,0.9375615131178036,0.9404016438944064
THEIR,0.9375351396495125,0.9434522715504574
DONAS,0.9375339408554993,0.929252830399918
LAWER,0.9375014735176411,0.9405496130503944
SAVEY,0.9374924159628747,0.9216504252014049
TYROS,0.9374899850750146,0.9334332855963314
STANG,0.9374724027628206,0.9234857651992594
ARGUE,0.9374658759954152,0.9388208183086174
POYSE,0.9374581837338305,0.9221236279499367
STRIP,0.9374534884572786,0.9249826234203639
CURIE,0.9374490595793963,0.9415092667316637
ROSHI,0.937444664001348,0.9303121253539457
LORDS,0.9374385701317806,0.932066856681703
SHIUR,0.9374355398469141,0.9235852198778741
COSED,0.9374131623586672,0.9306608698086011
HORAL,0.937412429762326,0.9423871921779736
PIETS,0.9374027062108852,0.9285079465780967
SENSA,0.937401274318036,0.9181202505959353
HARED,0.9374001088238566,0.9417313137627177
HONES,0.9373995760265171,0.9317039310721233
SMOLT,0.937397178438491,0.9233655985706888
ENLIT,0.9373924165622717,0.9425353479281054
BOTES,0.9373816940158202,0.9313844818980356
DRENT,0.9373731026587252,0.9415193428154258
RUGAE,0.9373353739471426,0.9393298471327477
PRAUS,0.9373169258392725,0.927243211471808
LUNAS,0.9373081346831754,0.9318610433411547
MESON,0.9373075685860024,0.9258083025064258
CIRLS,0.9373039056042953,0.9361415129986146
PAROL,0.9372995433260806,0.9410564027448
SLEER,0.9372926502605048,0.9251067085259529
SNOUT,0.9372891204781323,0.9221393018580112
AYINS,0.9372888873792966,0.9284687618079107
SHOPE,0.9372860235935982,0.9188386380493447
SEPOY,0.9372789973286872,0.9187365710527174
PIERT,0.9372781315330111,0.9420757665520666
ROOSE,0.9372776653353392,0.9243185348627833
OCEAN,0.9372560204434339,0.9402803577009735
SIPED,0.9372459638936563,0.9195518008667296
TOLED,0.9372446984999758,0.9417955021481651
STERE,0.9372405027209293,0.9230644356226878
GLAIR,0.9372161272426605,0.9384078854685145
GRIST,0.9372138295541351,0.9290641837205937
ATOMS,0.9371779323334061,0.9255422192574487
DURAS,0.9371663106914444,0.9302578264581165
CONTE,0.937153357056135,0.9411325331554471
PILER,0.9371467303892285,0.9412969225960844
RAINY,0.9371414024158363,0.9395634630007136
REIFS,0.9371385053303045,0.9318246574831248
PONES,0.9371379059332978,0.9296513954909527
STRIG,0.9371365739399496,0.9260702806842407
SIZAR,0.9371336102547506,0.9212373057671585
DINES,0.9371008099185552,0.9294412904850982
VALES,0.9370987453288658,0.9311323932098392
HEARD,0.9370943164509837,0.940098615004968
NASTY,0.9370899208729352,0.930714049139568
STIVE,0.9370809632176696,0.9209671174470189
SNOEK,0.9370644797999879,0.9195305291343432
CANTS,0.9370578531330815,0.9342326549081258
RUEDA,0.9370537572535361,0.938928483129557
IDLER,0.9370403374205549,0.9395309956197023
TRUCE,0.9370285825792585,0.9418335673534884
NOISY,0.9370274170850791,0.9232273323101754
TIGES,0.9370078367828631,0.9323101754451437
FAROS,0.9370063382903466,0.9315867499498528
SWINE,0.9369979800320878,0.9199025978569662
ALOWE,0.9369904209698376,0.9364947357127197
SAVED,0.936963681203376,0.9203201955506626
AUNTS,0.9369625157091965,0.930506369857582
TORCS,0.9369611504160149,0.9357627268868167
RAYED,0.9369610172166799,0.9394947963558163
HAYER,0.9369567881378001,0.9421115926276652
GNARS,0.9369514934642416,0.9304186706100228
SORER,0.9369486296785433,0.9227798795534801
PENAL,0.9369440343014928,0.9407274372693814
VERSO,0.9369180271313723,0.9273029215978057
REMIT,0.9369111673656303,0.9406509336704466
GITES,0.9368894558740574,0.9320532353092098
LAVES,0.9368886566780485,0.9307463299264352
GELTS,0.936888590078381,0.9340576296012949
SIXER,0.9368683437794912,0.9229278487094682
VERST,0.936857454733871,0.9300632087661929
KARTS,0.9368509945661332,0.9289792833851909
WIRES,0.9368470651857564,0.9325068456726485
TAPIS,0.9368393063245043,0.9281446477802296
RADIO,0.9368289167763896,0.9369670054905326
HEAPS,0.93681083496669,0.9260064654870807
SOKEN,0.9368104686685196,0.9201655090054998
POLAR,0.9367969822358706,0.94050352429689
WEROS,0.9367961164401946,0.9291780061482772
GROAT,0.9367755704428012,0.9402363214830501
SHALY,0.9367685774777241,0.9214671897522495
PALIS,0.9367669457858727,0.9290602652435753
GRADE,0.9367621839096536,0.9356373356222214
NEATH,0.9367618842111503,0.9421179368285527
FERIA,0.93675522424441,0.9400611095820758
OGLES,0.9367523937585457,0.9324184000485144
HOAED,0.9367407055169166,0.9379085595398589
SHARP,0.9367373755335465,0.9212279760599713
CREDS,0.9367224239082149,0.9334314196548941
SAMEK,0.9367208588160312,0.9167116514048207
ACHES,0.9367194935228493,0.9310922754689345
SHUTE,0.9367168961358205,0.9205459744645913
BOLES,0.9367159637404772,0.9314714347690197
DIRLS,0.936704841596021,0.931191916741693
AMORT,0.9367012119141477,0.9377508874883962
FIRES,0.9366839959001245,0.9335400174465524
NAKER,0.9366364437375999,0.9380554091309844
BOETS,0.9366317151612145,0.9288182526391409
COSEY,0.936615631341537,0.930457109003634
CABRE,0.9365950853441438,0.9392468127387822
BARNS,0.936589624171417,0.9316436611636946
GRAIL,0.9365808330153199,0.9380531700012597
SCION,0.9365806998159852,0.9232904011307604
ONERY,0.9365696109713627,0.9379826374149247
HORST,0.9365626180062856,0.9287344718686006
OKRAS,0.9365574232322285,0.9268347568911551
ABLET,0.936551695660832,0.9404835587235095
RAHED,0.9365509630644905,0.940423662003368
STONY,0.9365478661799562,0.9219334885174629
FIERS,0.936545901489768,0.9308916867644109
GAITS,0.9365441365985818,0.929453045916154
YAGES,0.9365417057107217,0.9303716488857997
GLEIS,0.9365354120421523,0.9307868208556275
TAUPE,0.9365264876867203,0.938994537456442
BOART,0.936508872074693,0.9383832550415406
TAPIR,0.9365075067815112,0.9412752776754101
LANDS,0.9365061081884958,0.9302132304577619
AERIE,0.936505508791489,0.9373349691419934
CAPER,0.9364963846370551,0.941549571066712
PIANS,0.9364918225598383,0.9245706235509797
SOARS,0.936490723665326,0.9194724983556392
LOBES,0.9364837307002489,0.9311822138462184
YENTA,0.9364820657085638,0.9413941381449744
VESTA,0.9364800011188745,0.9286792400020526
TAIGS,0.9364738739494736,0.9294009861500496
SHMOE,0.9364732079527996,0.9170070299343654
LESBO,0.9364564914362817,0.9286098269805801
LAPIS,0.9364463016871694,0.9285564610554699
SEPIC,0.9364409737137773,0.9222505119676818
LAREE,0.9364405741157728,0.9383095503547623
PEINS,0.9364395085210945,0.9266740993333925
SYNED,0.9364391089230898,0.9211719978168484
ENIAC,0.9364374106315712,0.9394750173765798
SEIRS,0.9364218263093994,0.9218844142576585
PARED,0.9364028121043563,0.9389992023100354
BEADS,0.9363879603785258,0.9254881069557632
RUDAS,0.9363870945828494,0.9290578395197066
SWELT,0.9363828988038033,0.9251712700996879
SLOTH,0.9363817666094575,0.9246889242381128
ROWIE,0.936369612170157,0.93564722511184
OINTS,0.9363649834932724,0.9300512667409933
BOITE,0.9363608876137273,0.9365404512779366
ASTUN,0.9363504980656127,0.9291190423988545
SEANS,0.9363418734086841,0.9198132192621136
PLANS,0.9363269883830201,0.9272070122079218
CARDS,0.9363236916994836,0.9329600828477996
NIDES,0.9363163657360695,0.9284055063931818
ASCON,0.9363133021513692,0.9300982884652167
TOGAS,0.9363047773939418,0.9303009297053211
PACER,0.9363023132062479,0.9412722921691101
STUPE,0.9362954867403392,0.9190218734985002
ESTOP,0.9362720769572477,0.9267147768567285
TASTE,0.9362528962530361,0.925134884241658
AMENT,0.9362391101218841,0.9384916662390551
AFTER,0.9362366126343564,0.9416475329921772
PITAS,0.9361892935706679,0.9267916536439506
MILER,0.9361793702202251,0.9394265028992066
SOHUR,0.9361722773556468,0.9221534830129358
REATE,0.936168048276767,0.9376613222993997
DIRTS,0.9361575588291511,0.930910532772929
METRO,0.9361570926314794,0.9392081877510273
SKORT,0.9361519644570894,0.9213244452322865
REFIS,0.9361512318607481,0.9312525598384096
ABSEY,0.9361453044903494,0.9272323890114709
CAIRN,0.9361315849588645,0.9416253282890715
DENIS,0.936129120771171,0.9279160699541444
SAKTI,0.9361283548749958,0.9194424566984966
LARKS,0.9361245919937876,0.9271493546175054
REAMY,0.9361054445894097,0.9358944623522993
STALK,0.936105078291239,0.9193062429735642
SCAND,0.9360573263297123,0.9219114704085012
DERAY,0.9360545624435151,0.9381056029556512
AYGRE,0.93604623748509,0.9372970905308136
